vote_id,sequence,info_type,content_title,content,content_plus,speaker_id
7040,4,no,,지방세특례제한법 일부개정법률안에 대한 반대 의견을 말씀드리겠습니다.<br/><br/>- 이처럼 부유층에게 훨씬 많은 혜택이 돌아가는 취득세 감면은 실거주 목적의 서민용주택 수요를 확대시키기보다는 부동산투기 수요를 자극할 가능성이 높습니다.<br/>- 감면액을 정부가 보전 못합니다. 작년 취득세 감면으로 인한 재정손실분 중 2360억 원을 아직 정부가 지급하지 않은 상태 에서 지방자치단체들은 또다시 7000억 원을 지방 채로 메워야 하는 상황에 처해 있습니다.,"해당 법안은 9억 원 이하 주택의 취득세를 2% 에서 1%로, 9억～12억 사이의 주택은 4%에서 2%로 그리고 12억 초과 주택은 4%에서 3%로 인하하는 내용을 담고 있습니다.<br/> 이 같은 취득세 인하가 침체된 부동산시장의 거래 활성화에 일부 효과를 발휘할 수 있겠지만 그 혜택이 부동산 부유층에게 집중될 뿐 아니라 지방재정난을 가중시킬 것이며 이로 인해 재정원 칙이 훼손되는 등 심각한 부작용이 예상되고 있 습니다.<br/> 비록 상임위 심의 과정에서 12억 초과 주택에 대해서는 애초 원안의 2% 인하에서 1% 인하로 축소되기는 했지만 고가주택일수록 감면 혜택이 클 수밖에 없습니다. 10억 원의 고가주택을 매입 하면 2000만 원의 세금이 감면되지만 2억 원의 서민용주택을 구입하면 감면 혜택은 200만 원에 불과합니다.<br/> 이처럼 부유층에게 훨씬 많은 혜택이 돌아가는 취득세 감면은 실 거주 목적의 서민용주택 수요 를 확대시키기보다는 부동산투기 수요를 자극할 가능성이 높습니다. 과거 통계자료를 분석해 본 결과 취득세 감면 으로 대형아파트의 거래 증가율이 소형아파트보 다 2배 이상 높은 것으로 확인됐습니다. 취득세 감면이 서민용주택 수요보다는 부동산 부자들의 투기 수요를 부추기는 데 활용되어 왔 음을 여실히 보여주는 증거가 아닐 수 없습니다.<br/> 더불어 이번 개정으로 인해 예산운용의 원칙과 규율이 훼손되고 지방재정은 더 어려운 지경에 직면할 것입니다. 기획재정부는 지난 7월 13일 발표한 2012년 하반기 경제정책 방향을 통해서 지방세 신규 감면을 원칙적으로 불허한다고 밝힌 바 있습니다. 그런데 불과 2개월도 내다보지 못 한 원칙이 되어 버렸습니다.<br/> 또한 이미 현 정부 출범 이후 매년 되풀이 되 는 감세와 복지지출 부담으로 인해 지방재정은 심각한 어려움에 직면해 있습니다. 이 상황에서 또다시 지방자치단체들은 이번 취득세 감면으로 인해 약 7000억 원의 손실을 감수해야 하는 상황 입니다. 작년 취득세 감면으로 인한 재정손실분 중 2360억 원을 아직 정부가 지급하지 않은 상태 에서 지방자치단체들은 또다시 7000억 원을 지방 채로 메워야 하는 상황에 처해 있습니다.<br/> 보육예산 부족으로 난리를 겪고 있는 지방자치단체에 엄청난 부담이 아닐 수 없습니다. 선배․동료 의원 여러분! 현재 부동산 거래가 위축된 것은 과도한 세금 부담이 그 원인이 아닙니다. 하우스푸어가 상징 하듯 빚을 내서 집을 사고 시세차익을 남기고 파 는 아파트가 재산 증식 수단이 되기 어려운 객관 적 현실을 반영하는 것이며, 이로 인해 빚을 내 지 않고 본인 능력만으로 아파트를 살 수 있는 구매층이 그만큼 얇기 때문입니다. 이런 상황에서 불과 몇 개월 동안의 한시적 대 책은 결코 적절한 처방이 될 수 없습니다. 부유 층에게 혜택이 집중되고 그 결과 지방재정의 어 려움만 가중시키는 이 개정안이 부결될 수 있도 록 선배․동료 의원 여러분의 현명한 선택을 부 탁드립니다. 고맙습니다",851
9041,0,prev,,최근 어린이집의 아동학대범죄가 잇따라 발생하여 이에 대한 대책으로 어린이집의 CCTV 설치를 의무화하고 아동학대자에 대한 제재 및 보육 교직원의 자격기준을 강화하려는 것임,,
9041,1,yes,,개정안은 어린이집에 폐쇄회로 텔레비전의 설치를 의무화하고 설치비용을 국가와 지자체가 보조할 수 있는 근거를 신설했습니다,,830
9041,2,yes,,또한 아동학대자에 대한 제재 강화로 아동학대 관련범죄로 금고 이상의 형 확정시 어린이집 설치.운영 자격을 20년 동안 제한합니다,,830
9041,3,yes,,아동학대 의심 시 지자체의 장이 보육교사 등을 조사.검사한 후 아동보호전문기 관과 협의하여 어린이집 폐쇄 여부를 결정할 수 있도록 합니다,,830
9041,4,yes,,"보육교직원의 처우개선으로 보육교직원의 심리상담 등을 담당하는 상담전문요원제 를 도입하고, 보조교사 및 대체교사 배치를 의무 화하는 등의 내용입니다.",,830
9041,5,no,,영유아보육법 일부개정법률안에 대한 반대토론을 하기 위해 이 자리에 나왔습니다.,,849
9041,6,no,,이 법률안은 최근 사회적으로 큰 이슈가 되었던 어린이집 아동학대 사건에 대한 대책으로 어린이집에 CCTV를 의무적으로 설치하는 내용이 포함되어 있습니다.,,849
9041,7,no,,"가정폭력의 심각성을 들어서 모든 가정에 CCTV 설치를 주장할 수 없는 것처럼, 또 학교 폭력의 심각성을 들어서 모든 교실에 CCTV의 설치를 주장할 수 없는 것처럼 타당한 대책이 아니라고 생각합니다.",,849
9041,8,no,,"감시에 의한 강요된 서비스가 아이들의 보육의 내용, 보육의 질이 되어서는 안 됩니다. 보육에 필요한 것은 사랑이지 감시가 아니기 때문입니 다.",,849
9041,9,no,,"지금 급한 일은 아동보육시설, 보육정책 그리고 이에 대한 집중 점검을 통해서 실효성 있는 대책을 마련하는 것 그것이 더 중요하고 화급한 일입니다.",,849
9041,10,no,,"어린이집에서 보육을 책임지는 보육 교사의 양성 체계, 지도감독기관의 역할 그리고 점검, 내용 바로잡아야 하지 않겠습니까? 그것이 우선돼야합니다",,849
9041,11,no,,"그거라도 하자’ 이런 식으로 CCTV 의무 설치를 하는 것, 이것은 너무나 안일하고 무책임한 대책이 될 수밖에 없습니다.",,849
9041,12,no,,"CCTV의 실시간 중계를 놓고 토론을 벌인 끝 에 실시하지 않기로 결론을 내리면서 이렇게 마 무리 지었습니다, ‘선생님이 행복해야 아이들도 행복하다’.",,849
9041,13,no,,어린이집의 CCTV 설치는 아동학대의 해결책 이라고 하기에는 턱없이 부족합니다.,,849
9041,14,no,,여타의 대책이 충분히 이루어진 다음에 논의한다 하더라도우리는내용에대해서다시한번신중 하게 검토하고 또 검토해야 될 내용이라고 생각 합니다.,,849
8454,0,prev,상단 정보 제공 박스 - 무슨 일이 있었지?,"지난 9개월 간 법안 처리가 전무해 '불량 상임위'로 전락했던 국회 미래창조과학방송통신위원회가 4월30일(2014년) 전체회의를 열고 방송법 개정안 등 130여건의 법률안을 일괄 처리했다.<br/> <br/> 미방위는 이날 법안심사소위와 전체회의를 잇달아 열고 방송법 개정안 등 120여개 법안을 의결했다.<br/> 여기에는 단통법을 포함해 정보통신망법 개정안, 클라우드발전법 등 ICT 주요 현안과 관련된 법안이 대거 포함됐다.<br/> <br/> 앞서 미방위는 '방송법 개정안'을 두고 여야가 이견을 보이면서 지난 2월부터 미방위 법안소위가 파행을 겪었고 이에 따라 상임위 활동 전체가 중지됐었다.",,
8454,1,yes,의안 주요 내용 정리,"방송법 일부개정법률안을 통합 조정한 우리 위원회 대안의 주요 내용은 다음과 같습니다.<br/> 첫째, 한국방송공사 이사의 결격사유에 대통령직인수위원회 위원 경력 등 정치활동 경력을 포함하여 자격요건을 강화하고 사장 임명 시 국회의 인사청문회를 거치도록 하였습니다.<br/> 둘째, 장애인방송용 방송수신기 보급에 필요한 경비 지원의 근거를 마련했습니다.",,503
8454,2,yes,,당초 대안에 포함되어 있었던 방송사에 사용자.종사자 동수의 편성위원회를 설치하여 방송 편성규약을 제정하도록 하는 조항은 일부 방송사의 반대와 합의의 번복으로 최종 대안에는 포함 되지 못했습니다.<br/> 방송의 자유와 독립을 증진시키는 데 이바지해야 할 미래창조과학방송통신위원으로서 이 점은 심히 유감으로 생각하며 여야의 합의대로 편성위원회 설치에 대한 제도 개선은 앞으로도 지속적으로 논의할 계획입니다.,,
8454,3,prev,부의장,다음은 의결할 순서입니다마는 이 안건에 대해서는 한 분 의원의 토론신청이 있으므로 토론을 하도록 하겠습니다<br/> 그러면 김재연 의원 나오셔서 토론해 주시기 바랍니다.,,169
8454,4,no,반대,오늘 본회의에 상정된 방송법 개정안은 왜곡. 편파 보도를 일삼는 종편과 보수언론의 협박에 새누리당과 새정치민주연합이 굴복한 것입니다.<br/> 방송법 개정안이 이대로 처리돼서는 안 됩니다.,,848
8454,5,no,,지난 2월 새누리당과 새정치민주연합이 합의했던 법안은 회사측과 종사자의 동수로 편성위원회를 구성하기로 해서 제작과 편성의 자율성 차원에서 진일보한 내용을 담았다고 생각합니다.<br/> KBS 사장에 대한 인사청문회 실시나 공영방송 이사진의 정치적 중립성을 강화하는 내용도 포함되었습니다. 방송 공정성을 위한 내용들입니다.,,
8454,6,no,,그러나 이 합의안에 대해서 수구언론과 종편이 반발하고 협박하자 새누리당이 돌연 입장을 뒤집었습니다. 법안의 가장 중요한 내용 노사 동수 편성위원회 구성 조항이 빠지고 말았습니다. 권력과 자본의 시녀로 전락한 방송을 바로 세우기 위한 최소한의 담보가 날아가 버린 것입니다.,,
8454,7,no,,새정치민주연합에도 묻지 않을 수 없습니다. 약속을 깬 여당 요구대로 방송법 개정안을 통과 시키겠다는 것은 도대체 누구를 위한 것입니까? 이것이 국민들을 위한 것입니까?,,
8454,8,no,,"수구 언론의 공세 앞에 방송의 공정성을 포기한다면 국회는 왜곡.편파 보도, 저질 방송의 협조자가 되고 말 것입니다.<br/> 부디 방송법 개정안을 부결시켜 주시기를 부탁 드리겠습니다.<br/> 경청해 주셔서 고맙습니다.",,
8454,9,prev,부의장,이것으로 토론을 종결할 것을 선포합니다.<br/> 다음은 방송법 일부개정법률안(대안)을 의결하도록 하겠습니다.<br/> 투표해 주시기 바랍니다.,,169
8642,0,prev,상단 정보 제공 박스 - 무슨 일이 있었지?,"세월호 참사 : 2014년 4월16일 인천을 출발해 제주로 가던 여객선 세월호가 전남 진도군 인근 바다에서 침몰한 사건. 수학여행 가던 안산 단원고 학생들을 비롯해 탑승객 476명 가운데 295명이 사망했다.<br/> 국민안전처의 출범 : 2014년 5월 19일 세월호 침몰 사고와 관련한 박근혜 대통령의 대국민 담화에서 국가안전처라는 이름으로 처음 구상되었고, 그해 11월 19일 정부조직법 개정으로 안전행정부의 안전 · 재난 기능이 분리되어 국민안전처가 신설되었다.",,
8642,1,yes,의안 주요 내용 정리,"이 법안의 주요 내용을 말씀드리면, 첫째로, 재난 발생시 지휘체계를 명확히 하였으며, 둘째 매년 4월 16일을 국민 안전의 날로 지정했습니다. ","(*지방교부세: 지방자치단체 간의 재정력 균형을 위해 중앙정부가 지방자치단체에 교부하는 재원을 말한다. 지방교부세에는 각 자치단체의 재정 부족액을 산정해 용도에 제한을 두지 않고 교부하는 보통교부세와, 일정한 조건을 붙이거나 용도를 제한해 교부하는 특별교부세가 있다.)",721
8642,2,yes,,"마지막으로 셋째, 재난 및 안전 관리를 위한 특별교부세(* 더보기)를 국민안전처장관이 직접 교부하는 등 국민안전처의 권한과 기능을 강화하였습니다.",,219
8642,3,prev,부의장,이 안건에 대해서는 두 분의 토론신청이 있으므로 토론을 하도록 하겠습니다.<br/> 임수경 의원 나오셔서 토론해 주시기 바랍니다.,,844
8642,4,no,반대,"저는 오늘 재난 및 안전관리 기본법 일부 개정 법률안의 특별교부세 관련 조항에 대해서 반대토론 하고자 합니다.<br/> 의원님들께서 잘 아시다시피 특별교부세는 지방교부세의 한 요소로서 지역 현안의 40%, 재해.재난에 50%, 국가시책을 위해서 10% 배부되어 있습니다. 이 중 50%에 해당하는 재해.재난 분이 이번에 행정자치부에서 국민안전처로 옮겨지는 것입니다. 금액으로 따지면 2015년도 예산 안 4975억 원에 달합니다.<br/>",,219
8642,5,no,,이렇게 되면 중앙과 지방의 균형발전을 위해 쓰이던 교부세를 국가재원으로 운영될 수 있는 길을 터줌으로써 지자체의 부담을 가중시켜서 지방재정을 더욱 어렵게 할 가능성이 높습니다.,,780
8642,6,prev,부의장,다음은 윤영석 의원 나오셔서 토론해 주시기 바랍니다.,,219
8642,7,yes,찬성,저는 재난 및 안전관리 기본법 일부개정법률안(대안)을 통과시켜 주시기를 요청드리고자 이 자리에 섰습니다.<br/>,특별교부세 운영에서 국민안전처와 행정자치부가 일부 중복 될 수 있다는 견해도 있지만 이는 앞으로 부처 간 사전 협의와 일관성 있는 교부세 운영기준 마련 등을 통해서 충분히 해결해 나갈 수 있다고 생각합니다.,
8642,8,yes,,"국민안전처가 지방자치 단체에 대한 재난 및 안전관리 특별교부세의 교부권을 부여 받지 못한다면 실질적으로 기능을 수행하기 어렵습니다. 안전처의 기능을 수행하기 위해서는 안전예산 투자우선순위 의견제시권, 재난안전관리 사업의 효율성 평가 및 안전점검, 재난 현장지휘권을 부여받아야 하는데, 교부세에 대한 권한이 없다면 이러한 권한들을 실효성 있게 수행하기 힘들 것입니다.",,
8642,9,prev,부의장,그러면 재난 및 안전관리 기본법 일부개정법률안(대안)을 의결하도록 하겠습니다.<br/> 투표해 주시기 바랍니다,,
